Evento ID,Tipo de evento,Magnitud,Vs30,Archivo H1,Ruta H1,Archivo H2,Ruta H2,Archivo V,Ruta V
RSN460_MORGAN,1 Stiker Slip (SS),Mag. 6-8,Vs30. 200-400,RSN460_MORGAN_GMR000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN460_MORGAN_GMR000.AT2,RSN460_MORGAN_GMR090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN460_MORGAN_GMR090.AT2,RSN460_MORGAN_GMR-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN460_MORGAN_GMR-UP.AT2
RSN461_MORGAN,1 Stiker Slip (SS),Mag. 6-8,Vs30. 200-400,RSN461_MORGAN_HVR150.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN461_MORGAN_HVR150.AT2,RSN461_MORGAN_HVR240.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN461_MORGAN_HVR240.AT2,RSN461_MORGAN_HVR-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN461_MORGAN_HVR-UP.AT2
RSN464_MORGAN,1 Stiker Slip (SS),Mag. 6-8,Vs30. 200-400,RSN464_MORGAN_HD3255.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN464_MORGAN_HD3255.AT2,RSN464_MORGAN_HD3345.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN464_MORGAN_HD3345.AT2,RSN464_MORGAN_HD3-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN464_MORGAN_HD3-UP.AT2
RSN468_MORGAN,1 Stiker Slip (SS),Mag. 6-8,Vs30. 200-400,RSN468_MORGAN_LBN090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN468_MORGAN_LBN090.AT2,RSN468_MORGAN_LBN180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN468_MORGAN_LBN180.AT2,RSN468_MORGAN_LBN-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN468_MORGAN_LBN-UP.AT2
RSN470_MORGAN,1 Stiker Slip (SS),Mag. 6-8,Vs30. 200-400,RSN470_MORGAN_SJB213.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN470_MORGAN_SJB213.AT2,RSN470_MORGAN_SJB303.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN470_MORGAN_SJB303.AT2,RSN470_MORGAN_SJB-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN470_MORGAN_SJB-UP.AT2
RSN548_CHALFANT.A,1 Stiker Slip (SS),Mag. 6-8,Vs30. 200-400,RSN548_CHALFANT.A_A-BEN270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN548_CHALFANT.A_A-BEN270.AT2,RSN548_CHALFANT.A_A-BEN360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN548_CHALFANT.A_A-BEN360.AT2,RSN548_CHALFANT.A_A-BEN-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN548_CHALFANT.A_A-BEN-UP.AT2
RSN549_CHALFANT.A,1 Stiker Slip (SS),Mag. 6-8,Vs30. 200-400,RSN549_CHALFANT.A_A-LAD180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN549_CHALFANT.A_A-LAD180.AT2,RSN549_CHALFANT.A_A-LAD270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN549_CHALFANT.A_A-LAD270.AT2,RSN549_CHALFANT.A_A-LAD-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN549_CHALFANT.A_A-LAD-UP.AT2
RSN551_CHALFANT.A,1 Stiker Slip (SS),Mag. 6-8,Vs30. 200-400,RSN551_CHALFANT.A_A-CVK000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN551_CHALFANT.A_A-CVK000.AT2,RSN551_CHALFANT.A_A-CVK090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN551_CHALFANT.A_A-CVK090.AT2,RSN551_CHALFANT.A_A-CVK-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN551_CHALFANT.A_A-CVK-UP.AT2
RSN556_CHALFANT.A,1 Stiker Slip (SS),Mag. 6-8,Vs30. 200-400,RSN556_CHALFANT.A_A-MCG270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN556_CHALFANT.A_A-MCG270.AT2,RSN556_CHALFANT.A_A-MCG360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN556_CHALFANT.A_A-MCG360.AT2,RSN556_CHALFANT.A_A-MCG-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN556_CHALFANT.A_A-MCG-UP.AT2
RSN558_CHALFANT.A,1 Stiker Slip (SS),Mag. 6-8,Vs30. 200-400,RSN558_CHALFANT.A_A-ZAK270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 1/RSN558_CHALFANT.A_A-ZAK270.AT2,RSN558_CHALFANT.A_A-ZAK360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Horizontal 2/RSN558_CHALFANT.A_A-ZAK360.AT2,RSN558_CHALFANT.A_A-ZAK-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 200-400/Componente Vertical/RSN558_CHALFANT.A_A-ZAK-UP.AT2
RSN1_HELENA.A_2,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN1_HELENA.A_A-HMC180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN1_HELENA.A_A-HMC180.AT2,RSN1_HELENA.A_A-HMC270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN1_HELENA.A_A-HMC270.AT2,RSN1_HELENA.A_A-HMCDWN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN1_HELENA.A_A-HMCDWN.AT2
RSN2_HELENA.B_2,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN2_HELENA.B_B-FEB000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN2_HELENA.B_B-FEB000.AT2,RSN2_HELENA.B_B-FEB090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN2_HELENA.B_B-FEB090.AT2,RSN2_HELENA.B_B-FEB-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN2_HELENA.B_B-FEB-UP.AT2
RSN17_SCALIF_2,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN17_SCALIF_SLO234.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN17_SCALIF_SLO234.AT2,RSN17_SCALIF_SLO324.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN17_SCALIF_SLO324.AT2,RSN17_SCALIF_SLO-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN17_SCALIF_SLO-UP.AT2
RSN28_PARKF,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN28_PARKF_C12050.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN28_PARKF_C12050.AT2,RSN28_PARKF_C12320.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN28_PARKF_C12320.AT2,RSN28_PARKF_C12DWN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN28_PARKF_C12DWN.AT2
RSN32_PARKF,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN32_PARKF_SLO234.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN32_PARKF_SLO234.AT2,RSN32_PARKF_SLO324.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN32_PARKF_SLO324.AT2,RSN32_PARKF_SLO-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN32_PARKF_SLO-UP.AT2
RSN33_PARKF,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN33_PARKF_TMB205.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN33_PARKF_TMB205.AT2,RSN33_PARKF_TMB295.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN33_PARKF_TMB295.AT2,RSN33_PARKF_TMBDWN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN33_PARKF_TMBDWN.AT2
RSN39_BORREGO,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN39_BORREGO_A-PAS180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN39_BORREGO_A-PAS180.AT2,RSN39_BORREGO_A-PAS270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN39_BORREGO_A-PAS270.AT2,RSN39_BORREGO_A-PAS-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN39_BORREGO_A-PAS-UP.AT2
RSN40_BORREGO,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN40_BORREGO_A-SON033.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN40_BORREGO_A-SON033.AT2,RSN40_BORREGO_A-SON303.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN40_BORREGO_A-SON303.AT2,RSN40_BORREGO_A-SON-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN40_BORREGO_A-SON-UP.AT2
RSN164_IMPVALL.H,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN164_IMPVALL.H_H-CPE147.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN164_IMPVALL.H_H-CPE147.AT2,RSN164_IMPVALL.H_H-CPE237.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN164_IMPVALL.H_H-CPE237.AT2,RSN164_IMPVALL.H_H-CPEDWN.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN164_IMPVALL.H_H-CPEDWN.AT2
RSN265_VICT,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN265_VICT_CPE045.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN265_VICT_CPE045.AT2,RSN265_VICT_CPE315.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN265_VICT_CPE315.AT2,RSN265_VICT_CPE-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN265_VICT_CPE-UP.AT2
RSN420_GREECE,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN420_GREECE_B-IER-NS.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN420_GREECE_B-IER-NS.AT2,RSN420_GREECE_B-IER-WE.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN420_GREECE_B-IER-WE.AT2,RSN420_GREECE_B-IER-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN420_GREECE_B-IER-UP.AT2
RSN448_MORGAN,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN448_MORGAN_AND250.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN448_MORGAN_AND250.AT2,RSN448_MORGAN_AND340.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN448_MORGAN_AND340.AT2,RSN448_MORGAN_AND-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN448_MORGAN_AND-UP.AT2
RSN450_MORGAN,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN450_MORGAN_CLS220.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN450_MORGAN_CLS220.AT2,RSN450_MORGAN_CLS310.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN450_MORGAN_CLS310.AT2,RSN450_MORGAN_CLS-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN450_MORGAN_CLS-UP.AT2
RSN451_MORGAN,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN451_MORGAN_CYC195.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN451_MORGAN_CYC195.AT2,RSN451_MORGAN_CYC285.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN451_MORGAN_CYC285.AT2,RSN451_MORGAN_CYC-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN451_MORGAN_CYC-UP.AT2
RSN471_MORGAN,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN471_MORGAN_SJL270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN471_MORGAN_SJL270.AT2,RSN471_MORGAN_SJL360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN471_MORGAN_SJL360.AT2,RSN471_MORGAN_SJL-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN471_MORGAN_SJL-UP.AT2
RSN472_MORGAN,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN472_MORGAN_SJR270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN472_MORGAN_SJR270.AT2,RSN472_MORGAN_SJR360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN472_MORGAN_SJR360.AT2,RSN472_MORGAN_SJR-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN472_MORGAN_SJR-UP.AT2
RSN550_CHALFANT.A,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN550_CHALFANT.A_A-BPL070.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN550_CHALFANT.A_A-BPL070.AT2,RSN550_CHALFANT.A_A-BPL160.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN550_CHALFANT.A_A-BPL160.AT2,RSN550_CHALFANT.A_A-BPL-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN550_CHALFANT.A_A-BPL-UP.AT2
RSN552_CHALFANT.A,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN552_CHALFANT.A_A-SHE009.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN552_CHALFANT.A_A-SHE009.AT2,RSN552_CHALFANT.A_A-SHE099.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN552_CHALFANT.A_A-SHE099.AT2,RSN552_CHALFANT.A_A-SHE-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN552_CHALFANT.A_A-SHE-UP.AT2
RSN553_CHALFANT.A,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN553_CHALFANT.A_A-LVD000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN553_CHALFANT.A_A-LVD000.AT2,RSN553_CHALFANT.A_A-LVD090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN553_CHALFANT.A_A-LVD090.AT2,RSN553_CHALFANT.A_A-LVD-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN553_CHALFANT.A_A-LVD-UP.AT2
RSN554_CHALFANT.A,1 Stiker Slip (SS),Mag. 6-8,Vs30. 400-600,RSN554_CHALFANT.A_A-LVL000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 2/RSN554_CHALFANT.A_A-LVL000.AT2,RSN554_CHALFANT.A_A-LVL090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Horizontal 1/RSN554_CHALFANT.A_A-LVL090.AT2,RSN554_CHALFANT.A_A-LVL-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 6-8/Vs30. 400-600/Componente Vertical/RSN554_CHALFANT.A_A-LVL-UP.AT2
